title,url,publish_date,matching_keyword,word_count,html_file,markdown_file
A Critical Evaluation of the Sexual Rewards in Islamic Eschatology,https://www.maxshimbaministries.org/2025/07/a-critical-evaluation-of-sexual-rewards_5.html,"July 21, 2025",islam,572,,
The Physical Assault on Muhammad by the Quraysh,https://www.maxshimbaministries.org/2025/07/the-physical-assault-on-muhammad-by.html,"July 21, 2025",islam,480,,
A Comparative Theological Analysis of Salvation in Islam and Christianity,https://www.maxshimbaministries.org/2025/07/a-comparative-theological-analysis-of.html,"July 21, 2025",islam,746,,
The Satanic Verses and the Daughters of Allah in Early Islam,https://www.maxshimbaministries.org/2025/07/the-satanic-verses-and-daughters-of.html,"July 21, 2025",islam,642,,
Allah and Muhammad Teaching Sorcery Through the Quran?,https://www.maxshimbaministries.org/2025/07/allah-and-muhammad-teaching-sorcery.html,"July 21, 2025",islam,921,,
Strategic Methods in the Expansion of Islam,https://www.maxshimbaministries.org/2025/07/strategic-methods-in-expansion-of-islam.html,"July 21, 2025",islam,1007,,
IS THE INJEEL CORRUPTED? ACADEMIC CONCLUSION (Part 7 of 7),https://www.maxshimbaministries.org/2025/07/is-injeel-corrupted-academic-conclusion.html,"July 21, 2025",islam,1027,,
Is the Injeel Corrupted? An Academic and Theological Investigation Part 3 of 7,https://www.maxshimbaministries.org/2025/07/is-injeel-corrupted-academic-and.html,"July 21, 2025",islam,1022,,
IS THE INJEEL CORRUPTED? AN INVESTIGATION Part 1 of 7,https://www.maxshimbaministries.org/2025/07/is-injeel-corrupted-investigation-part_21.html,"July 21, 2025",islam,854,,
Title: The Origin of the Paper Qur'an: A Critical Reflection on Qur’an 6:7 and the Accusation of Sorcery,https://www.maxshimbaministries.org/2025/07/title-origin-of-paper-quran-critical.html,"July 21, 2025",muhammad,745,,
Questioning the Authenticity of the Quran and the Prophethood of Muhammad,https://www.maxshimbaministries.org/2025/07/questioning-authenticity-of-quran-and.html,"July 21, 2025",islam,786,,
The Alleged “Enemy of Jibril”: A Critical Examination of Quran 2:97 and the Origin of the Quran in Islamic Thought,https://www.maxshimbaministries.org/2025/07/the-alleged-enemy-of-jibril-critical.html,"July 21, 2025",islam,821,,
Moral Integrity and Historical Narratives,https://www.maxshimbaministries.org/2025/07/moral-integrity-and-historical.html,"July 21, 2025",islam,817,,
Does Islam Permit Anal Sex (Tigo)? A Biblical and Qur’anic Ethical and Medical Examination,https://www.maxshimbaministries.org/2025/07/does-islam-permit-anal-sex-tigo.html,"July 21, 2025",islam,829,,
Islam and the End Times: A Biblical and Historical Critique,https://www.maxshimbaministries.org/2025/07/islam-and-end-times-biblical-and.html,"July 21, 2025",islam,729,,
The Marital Transition of Muhammad After Khadijah: An Analytical and Theological Inquiry,https://www.maxshimbaministries.org/2025/07/the-marital-transition-of-muhammad.html,"July 21, 2025",islam,723,,
The Prophetic Gift of Seventy-Two Virgins,https://www.maxshimbaministries.org/2025/07/the-prophetic-gift-of-seventy-two.html,"July 21, 2025",islam,903,,
Was Muhammad Sent Only to the Arabs? A Qur’anic and Theological Analysis,https://www.maxshimbaministries.org/2025/07/was-muhammad-sent-only-to-arabs-quranic.html,"July 21, 2025",muslim,894,,
Theological Reflections on the Islamic Concept of Allah in Light of Christian Revelation,https://www.maxshimbaministries.org/2025/07/theological-reflections-on-islamic.html,"July 21, 2025",islam,1006,,
The Fate of the Proud in Islam: A Critical Exegesis of Quran 40:60 and Its Theological Implications,https://www.maxshimbaministries.org/2025/07/the-fate-of-proud-in-islam-critical.html,"July 21, 2025",islam,778,,
The Relationship Between Muhammad and Khadija,https://www.maxshimbaministries.org/2025/07/the-relationship-between-muhammad-and.html,"July 21, 2025",islam,847,,
Who Introduced Islam? An Analytical Review of Islamic and Christian Historical Claims,https://www.maxshimbaministries.org/2025/07/who-introduced-islam-analytical-review.html,"July 21, 2025",islam,694,,
A Critical Theological and Historical Examination of Islamic Claims to Abrahamic Origins and the Primacy of the Kaaba,https://www.maxshimbaministries.org/2025/07/a-critical-theological-and-historical.html,"July 21, 2025",islam,986,,
Who Is the Allah of Muhammad?,https://www.maxshimbaministries.org/2025/07/who-is-allah-of-muhammad.html,"July 21, 2025",islam,928,,
What Is Islam? A Critical Theological and Historical Analysis of Islam’s Origins and Claims,https://www.maxshimbaministries.org/2025/07/what-is-islam-critical-theological-and.html,"July 21, 2025",islam,1075,,
The Qur'anic Affirmation of Jewish Ownership of the Holy Land: A Textual and Historical Analysis of Qur'an 5:21,https://www.maxshimbaministries.org/2025/07/the-quranic-affirmation-of-jewish.html,"July 21, 2025",islam,810,,
The Cultural Significance of Wanja (Kohl) and Lip Coloring in Ancient Arabian Traditions,https://www.maxshimbaministries.org/2025/07/the-cultural-significance-of-wanja-kohl.html,"July 15, 2025",muhammad,768,,
A Critical Ethical Reflection on Child Marriage in Early Islam,https://www.maxshimbaministries.org/2025/07/a-critical-ethical-reflection-on-child.html,"July 15, 2025",islam,840,,
The Qur’anic Rebuke of Muhammad,https://www.maxshimbaministries.org/2025/07/the-quranic-rebuke-of-muhammad.html,"July 15, 2025",islam,864,,
The Status of Women in the Islamic Heaven (Jannah),https://www.maxshimbaministries.org/2025/07/the-status-of-women-in-islamic-heaven.html,"July 15, 2025",islam,860,,
Who is Allah? Who is Allah? God or Satan? An Inquiry into the Origins and Theological Identity of 'Allah',https://www.maxshimbaministries.org/2025/07/who-is-allah-who-is-allah-god-or-satan.html,"July 15, 2025",islam,917,,
The Hypocrisy of Religious Iconoclasm: When Idol-Breakers Become Idolaters,https://www.maxshimbaministries.org/2025/07/the-hypocrisy-of-religious-iconoclasm.html,"July 15, 2025",islam,758,,
The Two Spiritual Lineages in Biblical Theology,https://www.maxshimbaministries.org/2025/07/the-two-spiritual-lineages-in-biblical.html,"July 15, 2025",islam,962,,
Civilizational Divergence: A Comparative Historical Analysis of Western Christendom and the Islamic World from 1492 to the Space Age,https://www.maxshimbaministries.org/2025/07/civilizational-divergence-comparative.html,"July 14, 2025",islam,816,,
A Theological and Textual Critique of Muhammad’s Alleged Privileges in the Qur’an,https://www.maxshimbaministries.org/2025/07/a-theological-and-textual-critique-of.html,"July 14, 2025",islam,888,,
Isa Ibn Maryam as the Spirit of Allah,https://www.maxshimbaministries.org/2025/07/isa-ibn-maryam-as-spirit-of-allah.html,"July 14, 2025",allah,583,,
Is the Prophet Foretold in Deuteronomy Muhammad or Jesus?,https://www.maxshimbaministries.org/2025/07/is-prophet-foretold-in-deuteronomy.html,"July 14, 2025",muslim,671,,
"A Theological Critique of Sin, Divine Mercy, and the Nature of God in Islam and Christianity",https://www.maxshimbaministries.org/2025/07/a-theological-critique-of-sin-divine.html,"July 13, 2025",islam,626,,
The Echoes of Baal and Molech in Islamic Theology,https://www.maxshimbaministries.org/2025/07/the-echoes-of-baal-and-molech-in.html,"July 13, 2025",islam,856,,
"The Theological Parallels Between Allah and the Ancient Deities Baal, Molech, and Satan",https://www.maxshimbaministries.org/2025/07/the-theological-parallels-between-allah.html,"July 13, 2025",islam,706,,
"A Theological and Textual Inquiry into Allah’s ""Prayer"" upon Muhammad in Qur’an 33:56",https://www.maxshimbaministries.org/2025/07/a-theological-and-textual-inquiry-into.html,"July 13, 2025",islam,597,,
A Critical Inquiry into the Creation of Jinn: On Which Day Were They Created According to Islamic Theology?,https://www.maxshimbaministries.org/2025/07/a-critical-inquiry-into-creation-of.html,"July 13, 2025",islam,514,,
"If Allah Is God, Why Would He Need a Wife to Have a Son? A Critical Theological and Qur’anic Analysis",https://www.maxshimbaministries.org/2025/07/if-allah-is-god-why-would-he-need-wife.html,"July 13, 2025",allah,1045,,
There Is No Scientific Knowledge in the Quran: A Critical Examination — Part Three,https://www.maxshimbaministries.org/2025/07/there-is-no-scientific-knowledge-in.html,"July 13, 2025",islam,948,,
There Is No Scientific Knowledge in the Quran – Part Two,https://www.maxshimbaministries.org/2025/07/there-is-no-scientific-knowledge-in_13.html,"July 13, 2025",islam,985,,
Was Muhammad Really Illiterate?,https://www.maxshimbaministries.org/2025/07/was-muhammad-really-illiterate.html,"July 13, 2025",islam,752,,
Contradictions in the Qur’an: A Critical Examination – Part 1,https://www.maxshimbaministries.org/2025/07/contradictions-in-quran-critical.html,"July 13, 2025",islam,792,,
Muhammad and Satanic Influence in Islamic Texts,https://www.maxshimbaministries.org/2025/07/muhammad-and-satanic-influence-in.html,"July 13, 2025",islam,830,,
Allah and Muhammad Declared That the Bible Is Truth,https://www.maxshimbaministries.org/2025/07/allah-and-muhammad-declared-that-bible.html,"July 13, 2025",islam,924,,
Qur'anic Misrepresentation of Yahya (John the Baptist),https://www.maxshimbaministries.org/2025/07/quranic-misrepresentation-of-yahya-john.html,"July 10, 2025",islam,966,,
The Case of Adam’s Sons: Missing Names and Details,https://www.maxshimbaministries.org/2025/07/the-case-of-adams-sons-missing-names.html,"July 10, 2025",muslim,846,,
Was It Pharaoh’s Wife or Pharaoh’s Daughter Who Rescued Moses?,https://www.maxshimbaministries.org/2025/07/was-it-pharaohs-wife-or-pharaohs.html,"July 10, 2025",islam,910,,
Did Prophet Muhammad Pray with His Shoes On in the Mosque?,https://www.maxshimbaministries.org/2025/07/did-prophet-muhammad-pray-with-his.html,"July 10, 2025",islam,620,,
WHO IS THE CREATOR — ALLAH OR YEHOVAH?,https://www.maxshimbaministries.org/2025/07/who-is-creator-allah-or-yehovah.html,"July 10, 2025",allah,787,,
The Eschatological Destiny of Muhammad and His Followers in Islamic and Biblical Perspective,https://www.maxshimbaministries.org/2025/07/the-eschatological-destiny-of-muhammad.html,"July 10, 2025",islam,739,,
Anthropomorphic Descriptions of Allah in Islamic Texts,https://www.maxshimbaministries.org/2025/07/anthropomorphic-descriptions-of-allah.html,"July 10, 2025",islam,545,,
Is the City Chosen by Allah the Same as That Chosen by Jehovah?,https://www.maxshimbaministries.org/2025/07/is-city-chosen-by-allah-same-as-that.html,"July 10, 2025",islam,718,,
Did Prophet Muhammad Celebrate Christmas?,https://www.maxshimbaministries.org/2025/07/did-prophet-muhammad-celebrate-christmas.html,"July 10, 2025",islam,691,,
Did Prophet Muhammad Celebrate the Birth of Jesus Christ?,https://www.maxshimbaministries.org/2025/07/did-prophet-muhammad-celebrate-birth-of.html,"July 10, 2025",islam,486,,
"WHY IS THERE NO HEALING POWER IN ISLAM? YET IN CHRISTIANITY, PEOPLE ARE HEALED IN THE NAME OF JESUS?",https://www.maxshimbaministries.org/2025/07/why-is-there-no-healing-power-in-islam.html,"July 10, 2025",islam,1091,,
"The Confusion in the Qur’an Between Maryam, Sister of Aaron, and Mary, the Mother of Jesus",https://www.maxshimbaministries.org/2025/07/the-confusion-in-quran-between-maryam.html,"July 10, 2025",muslim,859,,
The Term “God” in Arabic is Ilāh,https://www.maxshimbaministries.org/2025/07/the-term-god-in-arabic-is-ilah.html,"July 10, 2025",islam,544,,
THE FALSEHOOD OF ISLAM,https://www.maxshimbaministries.org/2025/07/the-falsehood-of-islam.html,"July 10, 2025",islam,1558,,
Islam and the Gospel,https://www.maxshimbaministries.org/2025/07/islam-and-gospel.html,"July 10, 2025",islam,1093,,
Zul-Qarnain and the Setting of the Sun in Surah 18:85-86: An Academic Analysis,https://www.maxshimbaministries.org/2025/07/zul-qarnain-and-setting-of-sun-in-surah.html,"July 10, 2025",muslim,1175,,
CELEBRATING THE MAWLID (BIRTHDAY) OF PROPHET MUHAMMAD,https://www.maxshimbaministries.org/2025/07/celebrating-mawlid-birthday-of-prophet.html,"July 10, 2025",islam,708,,
Muhammad’s Attitude Towards Children,https://www.maxshimbaministries.org/2025/07/muhammads-attitude-towards-children.html,"July 10, 2025",islam,931,,
The Satanic Verses,https://www.maxshimbaministries.org/2025/07/the-satanic-verses.html,"July 10, 2025",islam,1002,,
Would Moses Condemn Muhammad?,https://www.maxshimbaministries.org/2025/07/would-moses-condemn-muhammad.html,"July 10, 2025",muhammad,853,,
Did Allah Identify Muhammad as a False Prophet?,https://www.maxshimbaministries.org/2025/07/did-allah-identify-muhammad-as-false.html,"July 10, 2025",islam,704,,
ALLAH IS A CREATED BEING AND NOT THE ALMIGHTY GOD,https://www.maxshimbaministries.org/2025/07/allah-is-created-being-and-not-almighty.html,"July 10, 2025",islam,1010,,
ALLAH IS NOT THE NAME OF GOD (PART TWO),https://www.maxshimbaministries.org/2025/07/allah-is-not-name-of-god-part-two.html,"July 10, 2025",islam,767,,
The Myth of Islamic Claims to the Land of Israel,https://www.maxshimbaministries.org/2025/07/the-myth-of-islamic-claims-to-land-of.html,"July 10, 2025",islam,1071,,
God Has Warned Us Not to Associate with Jinn,https://www.maxshimbaministries.org/2025/07/god-has-warned-us-not-to-associate-with.html,"July 10, 2025",islam,1097,,
The Theological Crisis of Shared Divine Attributes in Islam,https://www.maxshimbaministries.org/2025/07/the-theological-crisis-of-shared-divine.html,"July 10, 2025",islam,723,,
Inconsistencies in the Qur’an Regarding the Days of Creation: Six Days or Eight Days?,https://www.maxshimbaministries.org/2025/07/inconsistencies-in-quran-regarding-days.html,"July 10, 2025",islam,942,,
The Thirty-Two Sins of Muhammad,https://www.maxshimbaministries.org/2025/07/the-thirty-two-sins-of-muhammad.html,"July 10, 2025",islam,1470,,
MUHAMMAD WAS A GREAT SINNER TO THE EXTENT OF SEEKING FORGIVENESS A HUNDRED TIMES A DAY,https://www.maxshimbaministries.org/2025/07/muhammad-was-great-sinner-to-extent-of.html,"July 10, 2025",islam,683,,
Challenging the Omniscience of Allah,https://www.maxshimbaministries.org/2025/07/challenging-omniscience-of-allah.html,"July 10, 2025",islam,740,,
MUHAMMAD: THE FALSE PROPHET,https://www.maxshimbaministries.org/2025/07/muhammad-false-prophet.html,"July 10, 2025",islam,825,,
Clarity and Ambiguity in the Qur’an: Theological Tension and Interpretive Inconsistency,https://www.maxshimbaministries.org/2025/07/clarity-and-ambiguity-in-quran.html,"July 10, 2025",islam,865,,
Muhammad Apasuliwa na Kutolewa Shetani: Tathmini ya Kimaandishi na Kihistoria,https://www.maxshimbaministries.org/2025/07/muhammad-apasuliwa-na-kutolewa-shetani.html,"July 10, 2025",islam,449,,
WHY DID MUHAMMAD ATTEMPT TO COMMIT SUICIDE?,https://www.maxshimbaministries.org/2025/07/why-did-muhammad-attempt-to-commit.html,"July 10, 2025",islam,929,,
The Theological Inconsistencies in Muhammad’s Claim of Chaining a Demon,https://www.maxshimbaministries.org/2025/07/the-theological-inconsistencies-in.html,"July 10, 2025",islam,992,,
The Enigma of the Messengers in Quran 36:14: A Critical Analysis of Divine Knowledge and Narrative Clarity,https://www.maxshimbaministries.org/2025/07/the-enigma-of-messengers-in-quran-3614.html,"July 07, 2025",quran,850,,
Jesus’ Claim to Divinity: An Academic and Scholarly Analysis,https://www.maxshimbaministries.org/2025/07/jesus-claim-to-divinity-academic-and.html,"July 07, 2025",muslim,817,,
JESUS AS THE SON OF GOD: WHAT DOES IT MEAN?,https://www.maxshimbaministries.org/2025/07/jesus-as-son-of-god-what-does-it-mean.html,"July 07, 2025",islam,1033,,
Similarities Between Non-theism and Islam: A Critical Academic Analysis,https://www.maxshimbaministries.org/2025/07/similarities-between-non-theism-and.html,"July 07, 2025",islam,874,,
Islam’s Attitude Toward Africans: A Critical Analysis,https://www.maxshimbaministries.org/2025/07/islams-attitude-toward-africans.html,"July 07, 2025",islam,1081,,
IS THE GOD OF ISLAM (ALLAH S.W) THE SAME AS THE GOD OF CHRISTIANS (JEHOVAH)?,https://www.maxshimbaministries.org/2025/07/is-god-of-islam-allah-sw-same-as-god-of.html,"July 07, 2025",islam,4315,,
Is Jesus God? A Comparative Theological Study of the Bible and the Quran,https://www.maxshimbaministries.org/2025/07/is-jesus-god-comparative-theological.html,"July 07, 2025",islam,898,,
"“Jesus the Son, Not a Slave: A Theological Refutation of Islamic Claims”",https://www.maxshimbaministries.org/2025/07/jesus-son-not-slave-theological.html,"July 07, 2025",islam,838,,
Jesus Is the Christ — The Beginning of Christianity,https://www.maxshimbaministries.org/2025/07/jesus-is-christ-beginning-of.html,"July 07, 2025",islam,561,,
"Between Jesus and Allah — Who Is Truly Al-Ba’ith (الباعث), ""The Resurrection""?",https://www.maxshimbaministries.org/2025/07/between-jesus-and-allah-who-is-truly-al.html,"July 07, 2025",muhammad,519,,
"Between Jesus and Allah — Who Is Truly Al-Ba’ith (الباعث), ""The Resurrection""?",https://www.maxshimbaministries.org/2025/07/between-jesus-and-allah-who-is-truly-al_7.html,"July 07, 2025",quran,450,,
Where Does the Quran Say Allah Gave the Torah Directly to Moses?,https://www.maxshimbaministries.org/2025/06/where-does-quran-say-allah-gave-torah.html,"June 13, 2025",islam,880,,
Does the Qur’an Command the Worship of Jesus?,https://www.maxshimbaministries.org/2025/06/does-quran-command-worship-of-jesus.html,"June 13, 2025",islam,641,,
JESUS IS JEHOVAH: A Comparative Academic and Theological Analysis,https://www.maxshimbaministries.org/2025/06/jesus-is-jehovah-comparative-academic.html,"June 13, 2025",islam,1382,,
THE PROSTRATION (“SIJIDA”) OF MUSLIMS AS THE MARK OF THE ANTICHRIST: A BIBLICAL FOREHEAD PROPHECY,https://www.maxshimbaministries.org/2025/06/the-prostration-sijida-of-muslims-as.html,"June 13, 2025",islam,823,,
ALLAH HAS SAID IN THE QURAN THAT CHRISTIANS AND JEWS DO NOT NEED TO CONVERT TO ISLAM IN ORDER TO ENTER PARADISE,https://www.maxshimbaministries.org/2025/06/allah-has-said-in-quran-that-christians.html,"June 13, 2025",islam,1720,,
"CHRISTIANS, BEWARE OF THE GREETING GIVEN TO YOU BY MUSLIMS",https://www.maxshimbaministries.org/2025/06/christians-beware-of-greeting-given-to.html,"June 13, 2025",muslim,868,,
DO YOU KNOW WHY MUSLIMS SEND BLESSINGS UPON MUHAMMAD EVERY DAY?,https://www.maxshimbaministries.org/2025/06/do-you-know-why-muslims-send-blessings.html,"June 13, 2025",muslim,575,,
The Theological Incompleteness of the Quran and Islam’s Reliance on Biblical Revelation,https://www.maxshimbaministries.org/2025/06/the-theological-incompleteness-of-quran.html,"June 13, 2025",islam,855,,
The Theology of Satan’s Procreation in Islam: A Critical Scholarly Challenge,https://www.maxshimbaministries.org/2025/06/the-theology-of-satans-procreation-in.html,"June 13, 2025",islam,792,,
Theological Refutation of Islam: The Divine Ethic of Enemy Love as the Criterion of True Revelation,https://www.maxshimbaministries.org/2025/06/theological-refutation-of-islam-divine.html,"June 13, 2025",islam,1044,,
The Divine Identity of Jesus Christ: An Intertextual Theological Analysis of Forgiveness and the Incarnation,https://www.maxshimbaministries.org/2025/06/the-divine-identity-of-jesus-christ.html,"June 13, 2025",islam,932,,
Christianity and the Essence of God: A Theological Critique of Islam’s Claims,https://www.maxshimbaministries.org/2025/06/christianity-and-essence-of-god.html,"June 13, 2025",islam,945,,
Jesus as God the Creator: A Theological Analysis in Light of Quranic and Biblical Witness,https://www.maxshimbaministries.org/2025/06/jesus-as-god-creator-theological.html,"June 13, 2025",quran,761,,
JESUS IS GOD “AL-WARITH” ACCORDING TO THE QURAN,https://www.maxshimbaministries.org/2025/06/jesus-is-god-al-warith-according-to.html,"June 13, 2025",quran,473,,
"THE ROYAL WE"" OR ""PLURALITY OF RESPECT"" DEBUNKED",https://www.maxshimbaministries.org/2025/06/the-royal-we-or-plurality-of-respect.html,"June 13, 2025",islam,1004,,
Jesus Explicitly Confesses His Divinity: An Academic Theological Analysis,https://www.maxshimbaministries.org/2025/06/jesus-explicitly-confesses-his-divinity.html,"June 13, 2025",muslim,652,,
"Where Was Allah When Jesus Called God ""Father""?",https://www.maxshimbaministries.org/2025/06/where-was-allah-when-jesus-called-god.html,"June 13, 2025",islam,1020,,
Was Paul a True Apostle of God? A Theological Challenge to Muslims,https://www.maxshimbaministries.org/2025/06/was-paul-true-apostle-of-god.html,"June 13, 2025",muslim,531,,
"FROM THE QURAN: JESUS CREATES, HEALS, AND RAISES THE DEAD, BUT MUHAMMAD AND ALLAH DID NOT HAVE SUCH POWER",https://www.maxshimbaministries.org/2025/06/from-quran-jesus-creates-heals-and.html,"June 13, 2025",quran,802,,
Refuting the Muslim Denial of Jesus’ Divinity: A Scholarly Affirmation of Christ’s Godhood,https://www.maxshimbaministries.org/2025/06/refuting-muslim-denial-of-jesus.html,"June 13, 2025",muslim,1020,,
Debate Article: The Paradox of Women’s Prayers in Islam – A Theological Challenge,https://www.maxshimbaministries.org/2025/06/debate-article-paradox-of-womens.html,"June 13, 2025",islam,818,,
Theological and Scientific Critique of Islamic Teachings on Human Procreation: Surah At-Tariq 86:6-7 and Sahih Muslim 2644,https://www.maxshimbaministries.org/2025/06/theological-and-scientific-critique-of.html,"June 13, 2025",islam,730,,
Where Are the Names of the Disciples of Isa bin Maryam in the Quran?,https://www.maxshimbaministries.org/2025/06/where-are-names-of-disciples-of-isa-bin.html,"June 13, 2025",islam,638,,
The Ontology of Allah’s Attributes: A Scholarly Theological Critique and Debate,https://www.maxshimbaministries.org/2025/06/the-ontology-of-allahs-attributes.html,"June 13, 2025",islam,862,,
Linguistic Critique: The Invented “Yahya” of the Quran,https://www.maxshimbaministries.org/2025/06/linguistic-critique-invented-yahya-of.html,"June 13, 2025",islam,1012,,
The Deceptive Nature of Allah: A Theological Critique Exposing Allah as Satan According to Biblical Theology,https://www.maxshimbaministries.org/2025/06/the-deceptive-nature-of-allah.html,"June 13, 2025",islam,749,,
Challenging the Islamic Narrative on Women: A Theological and Scholarly Critique,https://www.maxshimbaministries.org/2025/06/challenging-islamic-narrative-on-women.html,"June 13, 2025",islam,921,,
Who Was the First Muslim?,https://www.maxshimbaministries.org/2025/06/who-was-first-muslim.html,"June 13, 2025",islam,879,,
Challenging the Islamic Narrative: Is Islam Truly the Fastest Growing and Oldest Religion?,https://www.maxshimbaministries.org/2025/06/challenging-islamic-narrative-is-islam.html,"June 13, 2025",islam,797,,
Theological and Scientific Critique of Consanguineous Marriages in Islam:,https://www.maxshimbaministries.org/2025/06/theological-and-scientific-critique-of_13.html,"June 13, 2025",islam,822,,
The Deity of Truth: A Theological Critique of the Islamic Concept of Allah as a “Deceiver”,https://www.maxshimbaministries.org/2025/06/the-deity-of-truth-theological-critique.html,"June 13, 2025",islam,1044,,
A Comparative Theological Analysis: The Omnipotence of Jesus Christ and the Qur’anic Limitation of Allah in the Parable of the Camel and the Needle’s Eye,https://www.maxshimbaministries.org/2025/06/a-comparative-theological-analysis.html,"June 13, 2025",allah,861,,
"The Late Muhammad: A Greedy, Insatiable, and Selfish Man – An Academic Theological Critique",https://www.maxshimbaministries.org/2025/06/the-late-muhammad-greedy-insatiable-and.html,"June 13, 2025",islam,699,,
Theological and Logical Inconsistency: Why Do Muslims Quote a Book They Claim Is Corrupted?,https://www.maxshimbaministries.org/2025/06/theological-and-logical-inconsistency.html,"June 13, 2025",islam,706,,
Is Qur’an 33:53 the Word of Allah or Muhammad?,https://www.maxshimbaministries.org/2025/06/is-quran-3353-word-of-allah-or-muhammad.html,"June 13, 2025",islam,796,,
A Theological Critique of Allah’s Claimed Omnipotence: The Case of Muhammad’s Poisoning at Khaibar,https://www.maxshimbaministries.org/2025/06/a-theological-critique-of-allahs.html,"June 13, 2025",islam,743,,
The Apostle Paul (Bulus) as a Messenger in the Qur’an: A Scholarly Investigation,https://www.maxshimbaministries.org/2025/06/the-apostle-paul-bulus-as-messenger-in.html,"June 13, 2025",islam,785,,
Did Muhammad Read and Write? A Theological and Hadithic Analysis,https://www.maxshimbaministries.org/2025/06/did-muhammad-read-and-write-theological.html,"June 13, 2025",islam,887,,
Did Muhammad Break the Tenth Commandment?,https://www.maxshimbaministries.org/2025/06/did-muhammad-break-tenth-commandment.html,"June 13, 2025",muhammad,815,,
Did Muhammad Break the Eighth Commandment?,https://www.maxshimbaministries.org/2025/06/did-muhammad-break-eighth-commandment.html,"June 13, 2025",islam,697,,
Muhammad and the Violation of the Sixth Commandment: An Academic Theological Critique,https://www.maxshimbaministries.org/2025/06/muhammad-and-violation-of-sixth.html,"June 13, 2025",muhammad,688,,
Did Muhammad Break the Fourth Commandment?,https://www.maxshimbaministries.org/2025/06/did-muhammad-break-fourth-commandment.html,"June 13, 2025",muhammad,682,,
Did Jesus Ever Call Himself the “Servant of Allah”?,https://www.maxshimbaministries.org/2025/06/did-jesus-ever-call-himself-servant-of.html,"June 13, 2025",islam,989,,
Weeping and Gnashing of Teeth: A Scholarly Theological Call for Muslims to Accept Jesus Christ as Lord and Savior,https://www.maxshimbaministries.org/2025/06/weeping-and-gnashing-of-teeth-scholarly.html,"June 13, 2025",islam,832,,
Prophet Muhammad’s Literacy According to Hadith: A Theological and Scholarly Reappraisal,https://www.maxshimbaministries.org/2025/06/prophet-muhammads-literacy-according-to.html,"June 13, 2025",islam,834,,
Muhammad: Not a Prophet—For He Never Spoke to God,https://www.maxshimbaministries.org/2025/06/muhammad-not-prophetfor-he-never-spoke.html,"June 13, 2025",islam,610,,
The Apostleship of Paul According to the Noble Qur’an,https://www.maxshimbaministries.org/2025/06/the-apostleship-of-paul-according-to.html,"June 13, 2025",islam,808,,
JESUS CHRIST WAS NEVER A MUSLIM – PART IV,https://www.maxshimbaministries.org/2025/06/jesus-christ-was-never-muslim-part-iv.html,"June 13, 2025",islam,361,,
THE ISLAMIC DILEMMA: A THEOLOGICAL AND HISTORICAL ANALYSIS,https://www.maxshimbaministries.org/2025/06/the-islamic-dilemma-theological-and.html,"June 13, 2025",islam,1129,,
MUHAMMAD LUSTED AFTER ANOTHER MAN’S WIFE: A Theological Critique,https://www.maxshimbaministries.org/2025/06/muhammad-lusted-after-another-mans-wife.html,"June 13, 2025",islam,547,,
Muhammad and the Violation of the Second Commandment: A Scholarly Critique,https://www.maxshimbaministries.org/2025/06/muhammad-and-violation-of-second.html,"June 13, 2025",islam,1133,,
Muhammad and the Violation of the Third Commandment:,https://www.maxshimbaministries.org/2025/06/muhammad-and-violation-of-third.html,"June 13, 2025",muhammad,956,,
Muhammad and the Violation of God’s Commandments: A Theological Critique,https://www.maxshimbaministries.org/2025/06/muhammad-and-violation-of-gods.html,"June 13, 2025",muhammad,865,,
Did Muhammad Break the Ninth Commandment?,https://www.maxshimbaministries.org/2025/06/did-muhammad-break-ninth-commandment.html,"June 13, 2025",islam,672,,
Muhammad and the Violation of the Fifth Commandment: A Theological and Scholarly Critique,https://www.maxshimbaministries.org/2025/06/muhammad-and-violation-of-fifth.html,"June 13, 2025",muhammad,777,,
Muhammad and the Violation of the Seventh Commandment: A Theological and Scholarly Critique,https://www.maxshimbaministries.org/2025/06/muhammad-and-violation-of-seventh.html,"June 13, 2025",muhammad,902,,
Why Did Allah Never Speak to Muhammad Directly?,https://www.maxshimbaministries.org/2025/06/why-did-allah-never-speak-to-muhammad.html,"June 13, 2025",islam,739,,
PROOF THAT ISLAM IS FALSE,https://www.maxshimbaministries.org/2025/06/proof-that-islam-is-false.html,"June 13, 2025",islam,1336,,
"The Problem of Prophetic Authenticity: Muhammad, Satanic Influence, and the Crisis of Revelation",https://www.maxshimbaministries.org/2025/06/the-problem-of-prophetic-authenticity.html,"June 13, 2025",islam,793,,
"Muhammad and the Possession of 80,000 Demons: A Theological Exposé",https://www.maxshimbaministries.org/2025/06/muhammad-and-possession-of-80000-demons.html,"June 13, 2025",islam,630,,
"Mohammad’s Myths vs. Biblical and Scientific Reality: A Scholarly Debate on Laughter, Heart, and Divine Truth",https://www.maxshimbaministries.org/2025/06/mohammads-myths-vs-biblical-and.html,"June 13, 2025",islam,1195,,
"Why Do Muslims Use the Bible to Prove the Prophethood of Muhammad, Son of Amina?",https://www.maxshimbaministries.org/2025/05/why-do-muslims-use-bible-to-prove.html,"May 21, 2025",islam,775,,
